doc_id,ground_truth,gt_bucket,best_mra,best_mra_quantiles,best_tiebreak_quantile,best_abs_quantile,best_abs_error,p90_p05_ratio,p90_p05_spread,iqr_p75_p25,median,question,pred_min,mra_min,abs_err_min,pred_p05,mra_p05,abs_err_p05,pred_p10,mra_p10,abs_err_p10,pred_p25,mra_p25,abs_err_p25,pred_median,mra_median,abs_err_median,pred_p75,mra_p75,abs_err_p75,pred_p90,mra_p90,abs_err_p90
1430,2.3,1-3m,0.2,p90,p90,p90,0.9994556961943872,3.397866036312125,0.9177910434042229,0.442560380883372,1.0470384903688335,"<image>These are frames of a video.
Measuring from the closest point of each object, what is the direct distance between the sofa and the tv (in meters)?
Please answer the question using a single word or phrase.",0.24489173771985073,0.0,2.0551082622801493,0.3827532604013897,0.0,1.9172467395986101,0.436073290906549,0.0,1.8639267090934508,0.7474383575722785,0.0,1.5525616424277213,1.0470384903688335,0.0,1.2529615096311664,1.1899987384556505,0.1,1.1100012615443493,1.3005443038056126,0.2,0.9994556961943872
1431,1.0,1-3m,0.3,p90,p90,p90,0.3554904233095554,2.6093924035538705,0.39751354197651934,0.11714640469604792,0.4712403063964026,"<image>These are frames of a video.
Measuring from the closest point of each object, what is the direct distance between the radiator and the chair (in meters)?
Please answer the question using a single word or phrase.",0.004631925745438863,0.0,0.9953680742545611,0.24699603471392526,0.0,0.7530039652860747,0.28890845194659986,0.0,0.7110915480534001,0.4115999320761175,0.0,0.5884000679238826,0.4712403063964026,0.0,0.5287596936035974,0.5287463367721654,0.1,0.4712536632278346,0.6445095766904446,0.3,0.3554904233095554
1432,5.9,>=3m,0.0,min|p05|p10|p25|median|p75|p90,p90,p90,3.5721994914417023,3.4888463050998664,1.6605883974499338,0.16665321196108185,0.9149666609363069,"<image>These are frames of a video.
Measuring from the closest point of each object, what is the direct distance between the microwave and the window (in meters)?
Please answer the question using a single word or phrase.",0.24252217594025713,0.0,5.657477824059743,0.6672121111083642,0.0,5.232787888891636,0.7360950376057955,0.0,5.163904962394205,0.8210586192310595,0.0,5.078941380768941,0.9149666609363069,0.0,4.985033339063693,0.9877118311921413,0.0,4.912288168807859,2.327800508558298,0.0,3.5721994914417023
1433,1.4,1-3m,1.0,p90,p90,p90,0.03829937112395143,7.326707252060859,1.175846249544456,0.4562371140459558,0.8723063457382052,"<image>These are frames of a video.
Measuring from the closest point of each object, what is the direct distance between the slippers and the crate (in meters)?
Please answer the question using a single word or phrase.",0.011443032220401784,0.0,1.3885569677795981,0.1858543793315925,0.0,1.2141456206684074,0.26831059809629315,0.0,1.1316894019037067,0.6408022486319371,0.0,0.7591977513680628,0.8723063457382052,0.3,0.5276936542617947,1.097039362677893,0.6,0.302960637322107,1.3617006288760485,1.0,0.03829937112395143
1434,2.4,1-3m,0.3,p90,p90,p90,0.9016537356621843,5.001067201222406,1.1987409592998075,0.7350972980563513,1.084304176257612,"<image>These are frames of a video.
Measuring from the closest point of each object, what is the direct distance between the tv and the door (in meters)?
Please answer the question using a single word or phrase.",0.12607108647664345,0.0,2.2739289135233562,0.299605305038008,0.0,2.100394694961992,0.34894419960565104,0.0,2.051055800394349,0.57109488719935,0.0,1.82890511280065,1.084304176257612,0.0,1.315695823742388,1.3061921852557012,0.1,1.0938078147442987,1.4983462643378156,0.3,0.9016537356621843
1435,4.1,>=3m,0.7,p75|p90,p90,p90,0.7217452816312293,2.2801698291196564,1.8966744100839834,1.6545281376865015,3.171990972890143,"<image>These are frames of a video.
Measuring from the closest point of each object, what is the direct distance between the door and the window (in meters)?
Please answer the question using a single word or phrase.",1.202528458277432,0.0,2.8974715417225676,1.481580308284787,0.0,2.6184196917152125,1.5380636145811355,0.0,2.561936385418864,1.637255205900077,0.0,2.4627447940999225,3.171990972890143,0.6,0.9280090271098564,3.2917833435865784,0.7,0.8082166564134212,3.3782547183687703,0.7,0.7217452816312293
1436,3.7,>=3m,0.0,min|p05|p10|p25|median|p75|p90,p90,p90,2.5486384974967935,6.062598064114085,0.9614492750510225,0.8420509323224485,0.8859637224905814,"<image>These are frames of a video.
Measuring from the closest point of each object, what is the direct distance between the telephone and the table lamp (in meters)?
Please answer the question using a single word or phrase.",0.1297876528843694,0.0,3.5702123471156306,0.1899122274521844,0.0,3.510087772547816,0.21528103820027789,0.0,3.4847189617997225,0.25030872137874405,0.0,3.4496912786212564,0.8859637224905814,0.0,2.8140362775094188,1.0923596537011926,0.0,2.6076403462988074,1.151361502503207,0.0,2.5486384974967935
1437,0.7,<1m,1.0,p75,p75,p75,0.03372203695967979,10.721768965424987,1.0697838019871846,0.49263547496320437,0.2415020419437285,"<image>These are frames of a video.
Measuring from the closest point of each object, what is the direct distance between the computer mouse and the computer tower (in meters)?
Please answer the question using a single word or phrase.",0.0015405594294346505,0.0,0.6984594405705653,0.1100400354906417,0.0,0.5899599645093583,0.13287558611643638,0.0,0.5671244138835636,0.17364248807711583,0.0,0.5263575119228842,0.2415020419437285,0.0,0.45849795805627147,0.6662779630403202,1.0,0.03372203695967979,1.1798238374778263,0.0,0.4798238374778263
1439,2.1,1-3m,0.0,min|p05|p10|p25|median|p75|p90,p90,p90,1.2657622538977233,5.288836449928029,0.676502154540615,0.20396010616333438,0.6735914743349307,"<image>These are frames of a video.
Measuring from the closest point of each object, what is the direct distance between the whiteboard and the tv (in meters)?
Please answer the question using a single word or phrase.",0.006717335607791355,0.0,2.0932826643922087,0.15773559156166175,0.0,1.9422644084383383,0.25879617440586833,0.0,1.8412038255941319,0.5558869816608433,0.0,1.5441130183391567,0.6735914743349307,0.0,1.4264085256650694,0.7598470878241776,0.0,1.3401529121758224,0.8342377461022767,0.0,1.2657622538977233
1440,2.8,1-3m,0.0,min|p05|p10|p25|median|p75|p90,p90,p90,1.93057911964648,6.210199908948639,0.7294220247449071,0.6130064874690025,0.8075995499692321,"<image>These are frames of a video.
Measuring from the closest point of each object, what is the direct distance between the backpack and the tv (in meters)?
Please answer the question using a single word or phrase.",0.06588449840689002,0.0,2.73411550159311,0.1399988556086126,0.0,2.660001144391387,0.16232971836424653,0.0,2.6376702816357533,0.22933249633538944,0.0,2.5706675036646103,0.8075995499692321,0.0,1.9924004500307677,0.842338983804392,0.0,1.9576610161956078,0.8694208803535197,0.0,1.93057911964648
1441,2.2,1-3m,0.8,p90,p90,p90,0.28685734261702733,14.472172923197652,1.7809480887072235,1.0802690397223325,1.1116195166694804,"<image>These are frames of a video.
Measuring from the closest point of each object, what is the direct distance between the trash bin and the backpack (in meters)?
Please answer the question using a single word or phrase.",0.03470378204585951,0.0,2.1652962179541406,0.13219456867574939,0.0,2.067805431324251,0.16196518532490484,0.0,2.0380348146750955,0.6846561112627217,0.0,1.5153438887372785,1.1116195166694804,0.1,1.0883804833305197,1.7649251509850543,0.7,0.43507484901494586,1.9131426573829728,0.8,0.28685734261702733
1442,1.1,1-3m,1.0,p90,p90,p90,0.042829873767807225,2.3893164100082678,0.6645215722884512,0.44292269728904643,0.8176620215926527,"<image>These are frames of a video.
Measuring from the closest point of each object, what is the direct distance between the tv and the table (in meters)?
Please answer the question using a single word or phrase.",0.3723982331526377,0.0,0.7276017668473624,0.47830830147935605,0.0,0.621691698520644,0.5060177522617142,0.0,0.5939822477382859,0.5772748036446785,0.1,0.5227251963553216,0.8176620215926527,0.5,0.2823379784073474,1.020197500933725,0.9,0.07980249906627512,1.1428298737678073,1.0,0.042829873767807225
1443,1.3,1-3m,0.8,p25,p25,p25,0.1379373136381472,2.7308650369721947,1.2063267027865154,0.6134131363182309,1.5569974647696752,"<image>These are frames of a video.
Measuring from the closest point of each object, what is the direct distance between the laptop and the bed (in meters)?
Please answer the question using a single word or phrase.",0.0980495922299022,0.0,1.2019504077700978,0.6969501821451919,0.1,0.6030498178548082,0.9196865138342716,0.5,0.38031348616572846,1.1620626863618528,0.8,0.1379373136381472,1.5569974647696752,0.7,0.2569974647696751,1.7754758226800837,0.3,0.4754758226800837,1.9032768849317072,0.1,0.6032768849317072
1444,2.3,1-3m,0.5,p90,p90,p90,0.6485003296860543,3.220227779003648,1.138647852476101,0.5012214000117388,1.3064066348782657,"<image>These are frames of a video.
Measuring from the closest point of each object, what is the direct distance between the ceiling light and the trash can (in meters)?
Please answer the question using a single word or phrase.",0.39239324812523235,0.0,1.9076067518747675,0.5128518178378445,0.0,1.7871481821621553,0.5918508307105713,0.0,1.7081491692894284,0.9698084929743105,0.0,1.3301915070256893,1.3064066348782657,0.2,0.9935933651217341,1.4710298929860492,0.3,0.8289701070139506,1.6514996703139455,0.5,0.6485003296860543
1445,1.2,1-3m,0.9,median,median,median,0.0852851527782692,4.478413461383285,1.3042797888540112,0.8685853664925055,1.1147148472217308,"<image>These are frames of a video.
Measuring from the closest point of each object, what is the direct distance between the washer and the bathtub (in meters)?
Please answer the question using a single word or phrase.",0.13897437946472296,0.0,1.061025620535277,0.3749639895699257,0.0,0.8250360104300742,0.45690664211122944,0.0,0.7430933578887705,0.6502298479034597,0.1,0.5497701520965402,1.1147148472217308,0.9,0.0852851527782692,1.5188152143959652,0.5,0.3188152143959653,1.679243778423937,0.3,0.47924377842393695
1446,3.0,>=3m,0.1,p75|p90,p90,p90,1.3806668914895701,11.336882045137392,1.4764955009510399,0.9257080908847041,0.8588307785087007,"<image>These are frames of a video.
Measuring from the closest point of each object, what is the direct distance between the backpack and the door (in meters)?
Please answer the question using a single word or phrase.",0.028741103129614802,0.0,2.9712588968703852,0.14283760755939004,0.0,2.85716239244061,0.20242372435409434,0.0,2.7975762756459055,0.5984000312686669,0.0,2.401599968731333,0.8588307785087007,0.0,2.141169221491299,1.524108122153371,0.1,1.475891877846629,1.6193331085104299,0.1,1.3806668914895701
1447,2.1,1-3m,0.1,p90,p90,p90,0.9658260966187007,13.919141155873547,1.0526908656938265,0.31575600619752914,0.46490131703681414,"<image>These are frames of a video.
Measuring from the closest point of each object, what is the direct distance between the basket and the shoe rack (in meters)?
Please answer the question using a single word or phrase.",0.0,0.0,2.1,0.0814830376874729,0.0,2.018516962312527,0.15708828388309107,0.0,1.942911716116909,0.3185015041789531,0.0,1.781498495821047,0.46490131703681414,0.0,1.635098682963186,0.6342575103764823,0.0,1.4657424896235178,1.1341739033812994,0.1,0.9658260966187007
1448,3.5,>=3m,0.0,min|p05|p10|p25|median|p75|p90,p90,p90,2.349552191932361,2.9631337385081182,0.7621940505282078,0.52143802700234,0.8255133553156588,"<image>These are frames of a video.
Measuring from the closest point of each object, what is the direct distance between the bed and the bathtub (in meters)?
Please answer the question using a single word or phrase.",0.2563846753331168,0.0,3.2436153246668833,0.38825375753943103,0.0,3.111746242460569,0.43692545393645765,0.0,3.0630745460635422,0.5438326331998657,0.0,2.956167366800134,0.8255133553156588,0.0,2.6744866446843414,1.0652706602022057,0.0,2.4347293397977943,1.1504478080676388,0.0,2.349552191932361
1449,2.6,1-3m,0.1,p75|p90,p90,p90,1.1992445846205018,2.1011091025747084,0.7340811271842749,0.3950719795587091,1.0743575966447625,"<image>These are frames of a video.
Measuring from the closest point of each object, what is the direct distance between the telephone and the door (in meters)?
Please answer the question using a single word or phrase.",0.09685729791288393,0.0,2.503142702087116,0.6666742881952235,0.0,1.9333257118047766,0.776025962203981,0.0,1.823974037796019,0.924523939922275,0.0,1.6754760600777252,1.0743575966447625,0.0,1.5256424033552376,1.319595919480984,0.1,1.280404080519016,1.4007554153794983,0.1,1.1992445846205018
1451,6.2,>=3m,0.0,min|p05|p10|p25|median|p75|p90,p90,p90,4.207623969317603,3.331161193432324,1.3942734727483828,1.0412532159745913,1.201183803552294,"<image>These are frames of a video.
Measuring from the closest point of each object, what is the direct distance between the ceiling light and the power strip (in meters)?
Please answer the question using a single word or phrase.",0.2709796374518312,0.0,5.929020362548169,0.5981025579340143,0.0,5.601897442065986,0.6341313619474114,0.0,5.565868638052589,0.8063495943109504,0.0,5.3936504056890495,1.201183803552294,0.0,4.998816196447706,1.8476028102855417,0.0,4.352397189714458,1.992376030682397,0.0,4.207623969317603
1452,2.1,1-3m,0.6,p90,p90,p90,0.4340039539054952,4.656031254965901,1.308181427836169,0.7116764891150651,0.8948839777475169,"<image>These are frames of a video.
Measuring from the closest point of each object, what is the direct distance between the basket and the refrigerator (in meters)?
Please answer the question using a single word or phrase.",0.14877061904249994,0.0,1.9512293809575,0.35781461825833594,0.0,1.7421853817416642,0.4327472372940021,0.0,1.6672527627059979,0.6374845536169857,0.0,1.4625154463830143,0.8948839777475169,0.0,1.2051160222524833,1.3491610427320508,0.3,0.7508389572679492,1.665996046094505,0.6,0.4340039539054952
1453,2.4,1-3m,0.5,p75|p90,p90,p90,0.6260748146286907,1.2451331363276485,0.34923803054764013,0.242162569832024,1.664941907836342,"<image>These are frames of a video.
Measuring from the closest point of each object, what is the direct distance between the sofa and the tv (in meters)?
Please answer the question using a single word or phrase.",1.3801386725554332,0.2,1.0198613274445667,1.424687154823669,0.2,0.9753128451763309,1.441517865336916,0.3,0.9584821346630839,1.492048018762587,0.3,0.9079519812374128,1.664941907836342,0.4,0.7350580921636578,1.734210588594611,0.5,0.6657894114053888,1.7739251853713092,0.5,0.6260748146286907
1454,0.5,<1m,0.9,p75,p75,p75,0.0391253044223947,2.108131302477225,0.32683210845483035,0.16416141295372477,0.4483148521757607,"<image>These are frames of a video.
Measuring from the closest point of each object, what is the direct distance between the bathtub and the toilet (in meters)?
Please answer the question using a single word or phrase.",0.20798317800802799,0.0,0.292016821991972,0.2949398755582465,0.2,0.20506012444175348,0.322090506397065,0.3,0.177909493602935,0.37496389146866993,0.5,0.12503610853133007,0.4483148521757607,0.8,0.051685147824239275,0.5391253044223947,0.9,0.0391253044223947,0.6217719840130769,0.6,0.12177198401307687
1455,1.7,1-3m,0.9,p90,p90,p90,0.12359550488018933,1.324673997644799,0.38637245861681047,0.19735928905233213,1.3668146684383504,"<image>These are frames of a video.
Measuring from the closest point of each object, what is the direct distance between the radiator and the backpack (in meters)?
Please answer the question using a single word or phrase.",1.015899656170406,0.2,0.6841003438295941,1.1900320365030002,0.5,0.5099679634969998,1.2190815369560744,0.5,0.4809184630439256,1.282548802341674,0.6,0.41745119765832595,1.3668146684383504,0.7,0.33318533156164953,1.4799080913940061,0.8,0.2200919086059938,1.5764044951198106,0.9,0.12359550488018933
1456,0.9,<1m,0.9,p25,p25,p25,0.08546387904140929,3.3090562199891544,1.3357404013830863,0.6921185022620217,1.1451048710059888,"<image>These are frames of a video.
Measuring from the closest point of each object, what is the direct distance between the chair and the door (in meters)?
Please answer the question using a single word or phrase.",0.2352620914962964,0.0,0.6647379085037036,0.5784789429637015,0.3,0.3215210570362985,0.6641027810102605,0.5,0.23589721898973948,0.8145361209585907,0.9,0.08546387904140929,1.1451048710059888,0.5,0.24510487100598877,1.5066546232206124,0.0,0.6066546232206124,1.9142193443467876,0.0,1.0142193443467877
1457,3.1,>=3m,0.5,p90,p90,p90,0.8272537707873271,2.153962852981971,1.2175997924641206,0.5432033263350402,1.7361905209911321,"<image>These are frames of a video.
Measuring from the closest point of each object, what is the direct distance between the sofa and the washer (in meters)?
Please answer the question using a single word or phrase.",0.810338177446179,0.0,2.2896618225538212,1.0551464367485524,0.0,2.044853563251448,1.1676586863722263,0.0,1.9323413136277738,1.4199430636966128,0.0,1.6800569363033873,1.7361905209911321,0.2,1.363809479008868,1.963146390031653,0.3,1.136853609968347,2.272746229212673,0.5,0.8272537707873271
1458,0.7,<1m,0.8,p25,p25,p25,0.09190072670002924,2.05336292200525,0.5085727987158875,0.304920093706595,0.8069436687081075,"<image>These are frames of a video.
Measuring from the closest point of each object, what is the direct distance between the chair and the stove (in meters)?
Please answer the question using a single word or phrase.",0.34901106190677156,0.0,0.3509889380932284,0.48280871491824995,0.4,0.21719128508175,0.5211421937309216,0.5,0.17885780626907832,0.6080992732999707,0.8,0.09190072670002924,0.8069436687081075,0.7,0.10694366870810756,0.9130193670065657,0.4,0.21301936700656576,0.9913815136341374,0.2,0.29138151363413745
1459,1.5,1-3m,0.9,p90,p90,p90,0.1487270265616818,2.2151784145849973,0.7412665899608625,0.23881052785388146,1.1476283658891129,"<image>These are frames of a video.
Measuring from the closest point of each object, what is the direct distance between the trash can and the refrigerator (in meters)?
Please answer the question using a single word or phrase.",0.34338472179399115,0.0,1.1566152782060088,0.6100063834774557,0.0,0.8899936165225443,0.9566667192924782,0.3,0.5433332807075218,1.033576793076746,0.4,0.4664232069232539,1.1476283658891129,0.6,0.3523716341108871,1.2723873209306276,0.7,0.22761267906937244,1.3512729734383182,0.9,0.1487270265616818
1460,3.8,>=3m,0.1,p90,p90,p90,1.8441518564079142,7.085150223810201,1.6797992128271027,0.9696237062170863,1.1786854049655242,"<image>These are frames of a video.
Measuring from the closest point of each object, what is the direct distance between the telephone and the refrigerator (in meters)?
Please answer the question using a single word or phrase.",0.09365844831688233,0.0,3.7063415516831175,0.27604893076498294,0.0,3.523951069235017,0.349022606700336,0.0,3.450977393299664,0.6524566864412076,0.0,3.147543313558792,1.1786854049655242,0.0,2.621314595034476,1.6220803926582938,0.0,2.177919607341706,1.9558481435920856,0.1,1.8441518564079142
